id,vehicleId,Severity,Description,BestPractice,ActionToBeTaken,Confirm,CreatedDateTime,ClosedDateTime,vin
21,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-02-24 10:59,2023-02-24 18:50,VIN5914AUD
22,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-02-26 09:28,2023-02-27 04:10,VIN5914AUD
23,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-02-26 00:51,2023-02-26 21:31,VIN5914AUD
24,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-02-27 09:57,2023-02-27 10:56,VIN5914AUD
25,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-02-26 12:52,2023-02-27 04:20,VIN5914AUD
26,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-02-26 17:43,2023-02-27 01:12,VIN5914AUD
27,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-02-28 02:37,2023-03-01 02:21,VIN5914AUD
28,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-02-27 13:14,2023-02-27 18:41,VIN5914AUD
29,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-02-27 17:36,2023-02-28 01:48,VIN5914AUD
30,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-02-28 12:30,2023-03-01 11:15,VIN5914AUD
31,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-03 23:36,2023-03-04 06:15,VIN5914AUD
32,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-03 21:06,2023-03-04 06:31,VIN5914AUD
33,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-03-04 23:10,2023-03-05 19:19,VIN5914AUD
34,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-05 00:58,2023-03-05 13:34,VIN5914AUD
35,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-05 04:33,2023-03-05 07:44,VIN5914AUD
36,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-07 00:59,2023-03-07 04:25,VIN5914AUD
37,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-06 20:54,2023-03-07 16:15,VIN5914AUD
38,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-06 17:38,2023-03-07 05:16,VIN5914AUD
39,KA03AL3782,High,Discharging battery below 20% accelerates battery degradation,Maintain battery health above 20%,Charge the vehicle,1,2023-03-07 17:37,2023-03-08 01:33,VIN5914AUD
40,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-03-07 18:12,2023-03-08 10:54,VIN5914AUD
41,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-08 19:23,2023-03-09 15:41,VIN5914AUD
42,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-11 05:15,2023-03-11 06:24,VIN5914AUD
43,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-11 03:45,2023-03-12 01:35,VIN5914AUD
44,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-11 00:46,2023-03-11 09:07,VIN5914AUD
45,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-12 11:34,2023-03-12 12:17,VIN5914AUD
46,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-14 16:29,2023-03-15 12:04,VIN5914AUD
47,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-15 11:43,2023-03-16 05:27,VIN5914AUD
48,KA03AL3782,High,Charging Outside Specified Location - Will incure higher Charges,Charge in the designated charging stations.,Charge in the designated charging stations.,1,2023-03-16 04:29,2023-03-16 08:26,VIN5914AUD
49,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-18 04:36,2023-03-18 11:11,VIN5914AUD
50,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-17 21:46,2023-03-18 16:25,VIN5914AUD
51,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-18 21:08,2023-03-19 10:57,VIN5914AUD
52,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-18 11:11,2023-03-19 01:06,VIN5914AUD
53,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-19 01:02,2023-03-19 05:55,VIN5914AUD
54,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-19 16:20,2023-03-20 15:23,VIN5914AUD
55,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-21 09:49,2023-03-22 06:57,VIN5914AUD
56,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-20 21:29,2023-03-21 02:51,VIN5914AUD
57,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-20 17:36,2023-03-21 05:43,VIN5914AUD
58,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-21 21:13,2023-03-22 17:33,VIN5914AUD
59,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-21 12:38,2023-03-22 08:24,VIN5914AUD
60,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-03-21 21:03,2023-03-22 04:28,VIN5914AUD
61,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-21 21:13,2023-03-22 06:13,VIN5914AUD
62,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-25 21:22,2023-03-26 16:11,VIN5914AUD
63,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-27 00:45,2023-03-27 16:30,VIN5914AUD
64,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-26 16:22,2023-03-26 21:32,VIN5914AUD
65,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-26 11:23,2023-03-27 02:59,VIN5914AUD
66,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-27 16:07,2023-03-27 19:28,VIN5914AUD
67,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-28 09:32,2023-03-28 21:07,VIN5914AUD
68,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-28 13:55,2023-03-29 06:53,VIN5914AUD
69,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-03-28 21:59,2023-03-29 20:48,VIN5914AUD
70,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-02 00:26,2023-04-02 11:01,VIN5914AUD
71,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-02 16:26,2023-04-02 22:49,VIN5914AUD
72,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-02 23:39,2023-04-03 18:54,VIN5914AUD
73,KA03AL3782,High,Discharging battery below 20% accelerates battery degradation,Maintain battery health above 20%,Charge the vehicle,1,2023-04-03 11:01,2023-04-03 14:14,VIN5914AUD
74,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-04 21:08,2023-04-05 07:00,VIN5914AUD
75,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-05 10:58,2023-04-06 06:50,VIN5914AUD
76,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-08 12:38,2023-04-08 15:32,VIN5914AUD
77,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-08 14:54,2023-04-09 04:42,VIN5914AUD
78,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-10 16:34,2023-04-11 00:32,VIN5914AUD
79,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-04-11 08:47,2023-04-11 15:26,VIN5914AUD
80,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-14 11:24,2023-04-15 08:32,VIN5914AUD
81,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-14 20:44,2023-04-15 02:46,VIN5914AUD
82,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-15 12:00,2023-04-15 13:39,VIN5914AUD
83,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-16 04:34,2023-04-17 00:57,VIN5914AUD
84,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-17 09:11,2023-04-18 02:59,VIN5914AUD
85,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-16 17:37,2023-04-17 09:52,VIN5914AUD
86,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-16 13:09,2023-04-17 07:10,VIN5914AUD
87,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-04-16 21:48,2023-04-16 22:09,VIN5914AUD
88,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-04-17 11:25,2023-04-18 06:43,VIN5914AUD
89,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-18 20:53,2023-04-19 19:04,VIN5914AUD
90,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-18 16:38,2023-04-18 18:37,VIN5914AUD
91,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-18 12:26,2023-04-19 08:04,VIN5914AUD
92,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-19 11:08,2023-04-19 15:54,VIN5914AUD
93,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-21 12:50,2023-04-22 00:47,VIN5914AUD
94,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-04-21 17:46,2023-04-21 23:21,VIN5914AUD
95,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-22 01:16,2023-04-22 17:27,VIN5914AUD
96,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-21 17:54,2023-04-22 12:16,VIN5914AUD
97,KA03AL3782,High,Charging Outside Specified Location - Will incure higher Charges,Charge in the designated charging stations.,Charge in the designated charging stations.,1,2023-04-23 03:38,2023-04-23 22:42,VIN5914AUD
98,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-23 01:00,2023-04-23 18:50,VIN5914AUD
99,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-22 15:58,2023-04-23 09:44,VIN5914AUD
100,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-22 10:48,2023-04-22 16:00,VIN5914AUD
101,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-23 17:32,2023-04-23 19:05,VIN5914AUD
102,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-23 13:31,2023-04-23 19:51,VIN5914AUD
103,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-04-23 11:18,2023-04-23 17:48,VIN5914AUD
104,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-04-24 11:05,2023-04-24 23:47,VIN5914AUD
105,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-24 03:07,2023-04-25 02:17,VIN5914AUD
106,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-24 21:29,2023-04-25 08:14,VIN5914AUD
107,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-24 13:50,2023-04-25 12:53,VIN5914AUD
108,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-26 01:53,2023-04-26 18:17,VIN5914AUD
109,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-26 11:38,2023-04-26 22:05,VIN5914AUD
110,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-04-29 01:49,2023-04-29 05:17,VIN5914AUD
111,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-30 02:37,2023-04-30 09:31,VIN5914AUD
112,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-30 23:38,2023-05-01 02:41,VIN5914AUD
113,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-30 21:03,2023-05-01 08:30,VIN5914AUD
114,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-30 17:36,2023-05-01 13:45,VIN5914AUD
115,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-30 13:22,2023-05-01 02:54,VIN5914AUD
116,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-04-30 10:44,2023-05-01 07:47,VIN5914AUD
117,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-01 11:31,2023-05-01 23:53,VIN5914AUD
118,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-02 21:16,2023-05-03 14:21,VIN5914AUD
119,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-03 13:46,2023-05-04 12:46,VIN5914AUD
120,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-03 09:41,2023-05-03 22:47,VIN5914AUD
121,KA03AL3782,High,Discharging battery below 20% accelerates battery degradation,Maintain battery health above 20%,Charge the vehicle,1,2023-05-06 15:02,2023-05-07 00:40,VIN5914AUD
122,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-11 08:46,2023-05-11 11:33,VIN5914AUD
123,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-11 11:14,2023-05-11 22:14,VIN5914AUD
124,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-13 22:58,2023-05-14 15:28,VIN5914AUD
125,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-13 19:25,2023-05-14 01:38,VIN5914AUD
126,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-14 13:46,2023-05-14 19:11,VIN5914AUD
127,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-15 09:21,2023-05-15 16:49,VIN5914AUD
128,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-15 13:48,2023-05-16 03:51,VIN5914AUD
129,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-15 21:04,2023-05-16 04:26,VIN5914AUD
130,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-18 10:06,2023-05-18 13:31,VIN5914AUD
131,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-21 06:48,2023-05-22 06:30,VIN5914AUD
132,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-20 20:56,2023-05-21 00:05,VIN5914AUD
133,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-21 21:07,2023-05-22 11:01,VIN5914AUD
134,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-23 01:00,2023-05-23 05:18,VIN5914AUD
135,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-23 00:04,2023-05-23 18:01,VIN5914AUD
136,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-25 11:14,2023-05-26 05:56,VIN5914AUD
137,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-27 07:10,2023-05-27 23:09,VIN5914AUD
138,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-05-29 05:39,2023-05-29 23:06,VIN5914AUD
139,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-28 21:03,2023-05-29 13:07,VIN5914AUD
140,KA03AL3782,Low,Frequent Charging less than 10% leads to wastage of operation time.,Avoid frequent short charging sessions,Avoid shart charging sessiosn,1,2023-05-30 06:09,2023-05-30 08:17,VIN5914AUD
141,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-29 09:03,2023-05-29 16:57,VIN5914AUD
142,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-29 13:54,2023-05-29 19:52,VIN5914AUD
143,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-30 22:49,2023-05-31 05:11,VIN5914AUD
144,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-30 09:26,2023-05-31 00:25,VIN5914AUD
145,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-30 13:48,2023-05-30 23:15,VIN5914AUD
146,KA03AL3782,Medium,Charging Above 90% will lead to battery damage ,Do not charge the vehicle above 90%,Reduce car battery capacity below 90%,1,2023-05-31 08:42,2023-05-31 23:23,VIN5914AUD
